Product,Price,fecha
Carbopol Acrypol 940,23667.53,
Trietanolamina 85%,7092.7,
Glicerina Refinada Alimenticia,6079.17,
COSTO_POTE,1048.12085,2026-04-15 13:54:26.542136
Nipagin Metilparabeno,25427.17,
Carbopol Acrypol 940,23667.53,
Trietanolamina 85%,7092.7,
Glicerina Refinada Alimenticia,6079.17,
COSTO_POTE,1048.12085,2026-04-16 03:32:44.806409
Nipagin Metilparabeno,25427.17,
Carbopol Acrypol 940,23667.53,
Trietanolamina 85%,7092.7,
Glicerina Refinada Alimenticia,6079.17,
COSTO_POTE,1048.12085,2026-04-16 14:03:36.690923
Nipagin Metilparabeno,25427.17,
Carbopol Acrypol 940,23667.53,
Trietanolamina 85%,7092.7,
Glicerina Refinada Alimenticia,6079.17,
COSTO_POTE,1048.12085,2026-04-17 03:28:11.115785
Nipagin Metilparabeno,25335.54,
Carbopol Acrypol 940,23582.25,
Trietanolamina 85%,7067.26,
Glicerina Refinada Alimenticia,6057.52,
COSTO_POTE,1044.35345,2026-04-17 13:46:25.418946
Nipagin Metilparabeno,25335.54,
Carbopol Acrypol 940,23582.25,
Trietanolamina 85%,7067.26,
Glicerina Refinada Alimenticia,6057.52,
COSTO_POTE,1044.35345,2026-04-18 03:16:22.741989
Nipagin Metilparabeno,25518.96,
Carbopol Acrypol 940,23752.97,
Trietanolamina 85%,7118.31,
Glicerina Refinada Alimenticia,6101.0,
COSTO_POTE,1051.9018,2026-04-18 13:16:42.534647
Nipagin Metilparabeno,25518.96,
Carbopol Acrypol 940,23752.97,
Trietanolamina 85%,7118.31,
Glicerina Refinada Alimenticia,6101.0,
COSTO_POTE,1051.9018,2026-04-19 03:34:58.825843
Nipagin Metilparabeno,25518.96,
Carbopol Acrypol 940,23752.97,
Trietanolamina 85%,7118.31,
Glicerina Refinada Alimenticia,6101.0,
COSTO_POTE,1051.9018,2026-04-19 13:17:08.297238
Nipagin Metilparabeno,25518.96,
Carbopol Acrypol 940,23752.97,
Trietanolamina 85%,7118.31,
Glicerina Refinada Alimenticia,6101.0,
COSTO_POTE,1051.9018,2026-04-20 03:36:47.233238
Nipagin Metilparabeno,25518.96,
Carbopol Acrypol 940,23752.97,
Trietanolamina 85%,7118.31,
Glicerina Refinada Alimenticia,6101.0,
COSTO_POTE,1051.9018,2026-04-20 14:00:18.015724
Nipagin Metilparabeno,25518.96,
Carbopol Acrypol 940,23752.97,
Trietanolamina 85%,7118.31,
Glicerina Refinada Alimenticia,6101.0,
COSTO_POTE,1051.9018,2026-04-21 03:29:13.501761
Nipagin Metilparabeno,25702.22,
Carbopol Acrypol 940,29640.77,
Trietanolamina 85%,7969.59,
Glicerina Refinada Alimenticia,6144.31,
COSTO_POTE,1222.3778499999999,2026-04-21 13:59:16.472297
Nipagin Metilparabeno,25702.22,
Carbopol Acrypol 940,29640.77,
Trietanolamina 85%,7969.59,
Glicerina Refinada Alimenticia,6144.31,
COSTO_POTE,1222.3778499999999,2026-04-22 03:27:10.591393
Nipagin Metilparabeno,25702.22,
Carbopol Acrypol 940,29640.77,
Trietanolamina 85%,7969.59,
Glicerina Refinada Alimenticia,6144.31,
COSTO_POTE,1222.3778499999999,2026-04-22 13:59:25.508490
Nipagin Metilparabeno,25702.22,
Carbopol Acrypol 940,29640.77,
Trietanolamina 85%,7969.59,
Glicerina Refinada Alimenticia,6144.31,
COSTO_POTE,1222.3778499999999,2026-04-23 03:30:31.851477
Nipagin Metilparabeno,25702.22,
Carbopol Acrypol 940,29640.77,
Trietanolamina 85%,7969.59,
Glicerina Refinada Alimenticia,6144.31,
COSTO_POTE,1222.3778499999999,2026-04-23 14:01:18.577777
Nipagin Metilparabeno,25702.22,
Carbopol Acrypol 940,29640.77,
Trietanolamina 85%,7969.59,
Glicerina Refinada Alimenticia,6144.31,
COSTO_POTE,1222.3778499999999,2026-04-24 03:32:59.203999
Nipagin Metilparabeno,25793.84,
Carbopol Acrypol 940,29746.45,
Trietanolamina 85%,7997.89,
Glicerina Refinada Alimenticia,6165.96,
COSTO_POTE,1226.7267000000002,2026-04-24 13:53:47.959870
Nipagin Metilparabeno,25793.84,
Carbopol Acrypol 940,29746.45,
Trietanolamina 85%,7997.89,
Glicerina Refinada Alimenticia,6165.96,
COSTO_POTE,1226.7267000000002,2026-04-25 03:17:23.995139
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,30063.69,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1239.84735,2026-04-25 13:20:00.448080
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,30063.69,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1239.84735,2026-04-26 03:39:42.499198
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,30063.69,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1239.84735,2026-04-26 13:21:10.312925
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,30063.69,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1239.84735,2026-04-27 03:44:46.007430
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,30063.69,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1239.84735,2026-04-27 14:11:53.874198
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,30063.69,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1239.84735,2026-04-28 03:50:20.392474
Nipagin Metilparabeno,26435.52,
Carbopol Acrypol 940,30486.6,
Trietanolamina 85%,8196.25,
Glicerina Refinada Alimenticia,6320.27,
COSTO_POTE,1257.2556,2026-04-28 14:30:58.694869
Nipagin Metilparabeno,26435.52,
Carbopol Acrypol 940,30486.6,
Trietanolamina 85%,8196.25,
Glicerina Refinada Alimenticia,6320.27,
COSTO_POTE,1257.2556,2026-04-29 03:47:04.768806
Nipagin Metilparabeno,26252.11,
Carbopol Acrypol 940,30015.51,
Trietanolamina 85%,8139.5,
Glicerina Refinada Alimenticia,6276.8,
COSTO_POTE,1242.0558,2026-04-29 14:19:23.846703
Nipagin Metilparabeno,26252.11,
Carbopol Acrypol 940,30015.51,
Trietanolamina 85%,8139.5,
Glicerina Refinada Alimenticia,6276.8,
COSTO_POTE,1242.0558,2026-04-30 03:48:35.673824
Nipagin Metilparabeno,25977.25,
Carbopol Acrypol 940,29701.18,
Trietanolamina 85%,8054.64,
Glicerina Refinada Alimenticia,6211.85,
COSTO_POTE,1229.0780000000002,2026-04-30 14:13:35.978110
Nipagin Metilparabeno,25977.25,
Carbopol Acrypol 940,29701.18,
Trietanolamina 85%,8054.64,
Glicerina Refinada Alimenticia,6211.85,
COSTO_POTE,1229.0780000000002,2026-05-01 03:59:41.595464
Nipagin Metilparabeno,25885.46,
Carbopol Acrypol 940,29596.23,
Trietanolamina 85%,8026.18,
Glicerina Refinada Alimenticia,6190.03,
COSTO_POTE,1224.7383,2026-05-01 13:42:36.266613
Nipagin Metilparabeno,25885.46,
Carbopol Acrypol 940,29596.23,
Trietanolamina 85%,8026.18,
Glicerina Refinada Alimenticia,6190.03,
COSTO_POTE,1224.7383,2026-05-02 03:33:09.073353
Nipagin Metilparabeno,25885.46,
Carbopol Acrypol 940,29596.23,
Trietanolamina 85%,8026.18,
Glicerina Refinada Alimenticia,6190.03,
COSTO_POTE,1224.7383,2026-05-02 13:26:37.642523
Nipagin Metilparabeno,25885.46,
Carbopol Acrypol 940,29596.23,
Trietanolamina 85%,8026.18,
Glicerina Refinada Alimenticia,6190.03,
COSTO_POTE,1224.7383,2026-05-03 03:54:50.047350
Nipagin Metilparabeno,25885.46,
Carbopol Acrypol 940,29596.23,
Trietanolamina 85%,8026.18,
Glicerina Refinada Alimenticia,6190.03,
COSTO_POTE,1224.7383,2026-05-03 13:26:22.323776
Nipagin Metilparabeno,25885.46,
Carbopol Acrypol 940,29596.23,
Trietanolamina 85%,8026.18,
Glicerina Refinada Alimenticia,6190.03,
COSTO_POTE,1224.7383,2026-05-04 03:52:33.292222
Nipagin Metilparabeno,25885.46,
Carbopol Acrypol 940,29596.23,
Trietanolamina 85%,8026.18,
Glicerina Refinada Alimenticia,6190.03,
COSTO_POTE,1224.7383,2026-05-04 14:19:42.391468
Nipagin Metilparabeno,25885.46,
Carbopol Acrypol 940,29596.23,
Trietanolamina 85%,8026.18,
Glicerina Refinada Alimenticia,6190.03,
COSTO_POTE,1224.7383,2026-05-05 03:34:01.968211
Nipagin Metilparabeno,26160.49,
Carbopol Acrypol 940,29910.74,
Trietanolamina 85%,8111.22,
Glicerina Refinada Alimenticia,6255.15,
COSTO_POTE,1237.7302000000002,2026-05-05 14:12:54.249464
Nipagin Metilparabeno,26160.49,
Carbopol Acrypol 940,29910.74,
Trietanolamina 85%,8111.22,
Glicerina Refinada Alimenticia,6255.15,
COSTO_POTE,1237.7302000000002,2026-05-06 03:48:59.194765
Nipagin Metilparabeno,25977.25,
Carbopol Acrypol 940,29701.18,
Trietanolamina 85%,8054.64,
Glicerina Refinada Alimenticia,6211.85,
COSTO_POTE,1229.0780000000002,2026-05-06 14:31:29.132597
Nipagin Metilparabeno,25977.25,
Carbopol Acrypol 940,29701.18,
Trietanolamina 85%,8054.64,
Glicerina Refinada Alimenticia,6211.85,
COSTO_POTE,1229.0780000000002,2026-05-07 03:47:30.714950
Nipagin Metilparabeno,25885.46,
Carbopol Acrypol 940,29596.23,
Trietanolamina 85%,8026.18,
Glicerina Refinada Alimenticia,6190.03,
COSTO_POTE,1224.7383,2026-05-07 14:33:00.964313
Nipagin Metilparabeno,25885.46,
Carbopol Acrypol 940,29596.23,
Trietanolamina 85%,8026.18,
Glicerina Refinada Alimenticia,6190.03,
COSTO_POTE,1224.7383,2026-05-08 03:38:47.998115
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,29805.96,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1233.4041,2026-05-08 14:05:28.044140
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,29805.96,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1233.4041,2026-05-09 03:40:01.538277
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,29805.96,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1233.4041,2026-05-09 13:40:43.148105
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,29805.96,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1233.4041,2026-05-10 03:56:45.727245
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,29805.96,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1233.4041,2026-05-10 13:43:26.198524
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,29805.96,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1233.4041,2026-05-11 04:07:19.473584
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,29805.96,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1233.4041,2026-05-11 15:27:14.135900
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,29805.96,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1233.4041,2026-05-12 03:51:11.919633
Nipagin Metilparabeno,25977.25,
Carbopol Acrypol 940,29701.18,
Trietanolamina 85%,8054.64,
Glicerina Refinada Alimenticia,6211.85,
COSTO_POTE,1229.0780000000002,2026-05-12 14:39:39.713977
Nipagin Metilparabeno,25977.25,
Carbopol Acrypol 940,29701.18,
Trietanolamina 85%,8054.64,
Glicerina Refinada Alimenticia,6211.85,
COSTO_POTE,1229.0780000000002,2026-05-13 03:59:49.218277
Nipagin Metilparabeno,25793.84,
Carbopol Acrypol 940,29491.45,
Trietanolamina 85%,7997.89,
Glicerina Refinada Alimenticia,6168.38,
COSTO_POTE,1220.4122,2026-05-13 14:50:03.742917
Nipagin Metilparabeno,25793.84,
Carbopol Acrypol 940,29491.45,
Trietanolamina 85%,7997.89,
Glicerina Refinada Alimenticia,6168.38,
COSTO_POTE,1220.4122,2026-05-14 03:58:55.977581
Nipagin Metilparabeno,25977.25,
Carbopol Acrypol 940,29701.18,
Trietanolamina 85%,8054.64,
Glicerina Refinada Alimenticia,6211.85,
COSTO_POTE,1229.0780000000002,2026-05-14 14:29:41.318450
Nipagin Metilparabeno,25977.25,
Carbopol Acrypol 940,29701.18,
Trietanolamina 85%,8054.64,
Glicerina Refinada Alimenticia,6211.85,
COSTO_POTE,1229.0780000000002,2026-05-15 04:03:24.912948
Nipagin Metilparabeno,25977.25,
Carbopol Acrypol 940,29701.18,
Trietanolamina 85%,8054.64,
Glicerina Refinada Alimenticia,6211.85,
COSTO_POTE,1229.0780000000002,2026-05-15 14:22:41.146929
Nipagin Metilparabeno,25977.25,
Carbopol Acrypol 940,29701.18,
Trietanolamina 85%,8054.64,
Glicerina Refinada Alimenticia,6211.85,
COSTO_POTE,1229.0780000000002,2026-05-16 03:45:36.200018
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,29805.96,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1233.4041,2026-05-16 13:46:49.520468
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,29805.96,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1233.4041,2026-05-17 04:03:36.370054
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,29805.96,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1233.4041,2026-05-17 13:46:39.584982
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,29805.96,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1233.4041,2026-05-18 04:16:37.777903
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,29805.96,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1233.4041,2026-05-18 15:48:17.422090
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,29805.96,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1233.4041,2026-05-19 04:11:13.931922
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,29805.96,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1233.4041,2026-05-19 15:39:39.461247
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,29805.96,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1233.4041,2026-05-20 04:11:54.141323
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,29805.96,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1233.4041,2026-05-20 15:40:35.392035
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,29805.96,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1233.4041,2026-05-21 04:20:35.471861
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,29805.96,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1233.4041,2026-05-21 15:42:31.620595
Nipagin Metilparabeno,26068.87,
Carbopol Acrypol 940,29805.96,
Trietanolamina 85%,8082.93,
Glicerina Refinada Alimenticia,6233.5,
COSTO_POTE,1233.4041,2026-05-22 04:15:52.627655
Nipagin Metilparabeno,25885.46,
Carbopol Acrypol 940,29596.23,
Trietanolamina 85%,8026.18,
Glicerina Refinada Alimenticia,6531.25,
COSTO_POTE,1233.2688,2026-05-22 14:51:45.374196
Nipagin Metilparabeno,25885.46,
Carbopol Acrypol 940,29596.23,
Trietanolamina 85%,8026.18,
Glicerina Refinada Alimenticia,6531.25,
COSTO_POTE,1233.2688,2026-05-23 03:54:08.151988
Nipagin Metilparabeno,26160.49,
Carbopol Acrypol 940,30169.37,
Trietanolamina 85%,8111.22,
Glicerina Refinada Alimenticia,6600.0,
COSTO_POTE,1252.8172,2026-05-23 13:51:47.502371
Nipagin Metilparabeno,26160.49,
Carbopol Acrypol 940,30169.37,
Trietanolamina 85%,8111.22,
Glicerina Refinada Alimenticia,6600.0,
COSTO_POTE,1252.8172,2026-05-24 04:14:15.327033
Nipagin Metilparabeno,26160.49,
Carbopol Acrypol 940,30169.37,
Trietanolamina 85%,8111.22,
Glicerina Refinada Alimenticia,6600.0,
COSTO_POTE,1252.8172,2026-05-24 13:49:23.207066
Nipagin Metilparabeno,26160.49,
Carbopol Acrypol 940,30169.37,
Trietanolamina 85%,8111.22,
Glicerina Refinada Alimenticia,6600.0,
COSTO_POTE,1252.8172,2026-05-25 04:25:27.700263
Nipagin Metilparabeno,26160.49,
Carbopol Acrypol 940,30169.37,
Trietanolamina 85%,8111.22,
Glicerina Refinada Alimenticia,6600.0,
COSTO_POTE,1252.8172,2026-05-25 15:21:22.391720
Nipagin Metilparabeno,26160.49,
Carbopol Acrypol 940,30169.37,
Trietanolamina 85%,8111.22,
Glicerina Refinada Alimenticia,6600.0,
COSTO_POTE,1252.8172,2026-05-26 04:11:14.014383
Nipagin Metilparabeno,26160.49,
Carbopol Acrypol 940,30169.37,
Trietanolamina 85%,8111.22,
Glicerina Refinada Alimenticia,6600.0,
COSTO_POTE,1252.8172,2026-05-26 15:56:35.238441
Nipagin Metilparabeno,26160.49,
Carbopol Acrypol 940,30169.37,
Trietanolamina 85%,8111.22,
Glicerina Refinada Alimenticia,6600.0,
COSTO_POTE,1252.8172,2026-05-27 04:24:26.511691
Nipagin Metilparabeno,26160.49,
Carbopol Acrypol 940,30169.37,
Trietanolamina 85%,8111.22,
Glicerina Refinada Alimenticia,6600.0,
COSTO_POTE,1252.8172,2026-05-27 16:00:53.280634
Nipagin Metilparabeno,26160.49,
Carbopol Acrypol 940,30169.37,
Trietanolamina 85%,8111.22,
Glicerina Refinada Alimenticia,6600.0,
COSTO_POTE,1252.8172,2026-05-28 04:14:46.361656
Nipagin Metilparabeno,26252.11,
Carbopol Acrypol 940,30275.06,
Trietanolamina 85%,8139.5,
Glicerina Refinada Alimenticia,6622.86,
COSTO_POTE,1257.19605,2026-05-28 16:15:23.632899
Nipagin Metilparabeno,26252.11,
Carbopol Acrypol 940,30275.06,
Trietanolamina 85%,8139.5,
Glicerina Refinada Alimenticia,6622.86,
COSTO_POTE,1257.19605,2026-05-29 04:16:46.491899
Nipagin Metilparabeno,26343.9,
Carbopol Acrypol 940,30380.92,
Trietanolamina 85%,8167.96,
Glicerina Refinada Alimenticia,6645.89,
COSTO_POTE,1261.58875,2026-05-29 15:57:48.213817
Nipagin Metilparabeno,26343.9,
Carbopol Acrypol 940,30380.92,
Trietanolamina 85%,8167.96,
Glicerina Refinada Alimenticia,6645.89,
COSTO_POTE,1261.58875,2026-05-30 04:01:51.914244
Nipagin Metilparabeno,26252.11,
Carbopol Acrypol 940,30275.06,
Trietanolamina 85%,8139.5,
Glicerina Refinada Alimenticia,6622.86,
COSTO_POTE,1257.19605,2026-05-30 13:54:41.559715
Nipagin Metilparabeno,26252.11,
Carbopol Acrypol 940,30275.06,
Trietanolamina 85%,8139.5,
Glicerina Refinada Alimenticia,6622.86,
COSTO_POTE,1257.19605,2026-05-31 04:27:01.960527
Nipagin Metilparabeno,26252.11,
Carbopol Acrypol 940,30275.06,
Trietanolamina 85%,8139.5,
Glicerina Refinada Alimenticia,6622.86,
COSTO_POTE,1257.19605,2026-05-31 13:59:47.630392
Nipagin Metilparabeno,26252.11,
Carbopol Acrypol 940,30275.06,
Trietanolamina 85%,8139.5,
Glicerina Refinada Alimenticia,6622.86,
COSTO_POTE,1257.19605,2026-06-01 04:58:24.901228
Nipagin Metilparabeno,26252.11,
Carbopol Acrypol 940,30275.06,
Trietanolamina 85%,8139.5,
Glicerina Refinada Alimenticia,6622.86,
COSTO_POTE,1257.19605,2026-06-01 17:55:02.790170
Nipagin Metilparabeno,26252.11,
Carbopol Acrypol 940,30275.06,
Trietanolamina 85%,8139.5,
Glicerina Refinada Alimenticia,6622.86,
COSTO_POTE,1257.19605,2026-06-02 04:45:24.043370
Nipagin Metilparabeno,26527.13,
Carbopol Acrypol 940,30592.28,
Trietanolamina 85%,9081.27,
Glicerina Refinada Alimenticia,6691.6,
COSTO_POTE,1291.7644,2026-06-02 16:46:16.881965
Nipagin Metilparabeno,26527.13,
Carbopol Acrypol 940,30592.28,
Trietanolamina 85%,9081.27,
Glicerina Refinada Alimenticia,6691.6,
COSTO_POTE,1291.7644,2026-06-03 04:54:38.260482
Nipagin Metilparabeno,26618.75,
Carbopol Acrypol 940,30697.96,
Trietanolamina 85%,9112.52,
Glicerina Refinada Alimenticia,6714.45,
COSTO_POTE,1296.2169999999999,2026-06-03 17:02:31.806708
Nipagin Metilparabeno,26618.75,
Carbopol Acrypol 940,30697.96,
Trietanolamina 85%,9112.52,
Glicerina Refinada Alimenticia,6714.45,
COSTO_POTE,1296.2169999999999,2026-06-04 04:48:16.425925
Nipagin Metilparabeno,26802.15,
Carbopol Acrypol 940,30909.49,
Trietanolamina 85%,9175.19,
Glicerina Refinada Alimenticia,6760.33,
COSTO_POTE,1305.1360000000002,2026-06-04 15:31:00.525666
Nipagin Metilparabeno,26802.15,
Carbopol Acrypol 940,30909.49,
Trietanolamina 85%,9175.19,
Glicerina Refinada Alimenticia,6760.33,
COSTO_POTE,1305.1360000000002,2026-06-05 04:23:12.960427
Nipagin Metilparabeno,26802.15,
Carbopol Acrypol 940,30909.49,
Trietanolamina 85%,9175.19,
Glicerina Refinada Alimenticia,6760.33,
COSTO_POTE,1305.1360000000002,2026-06-05 15:18:54.508793
Nipagin Metilparabeno,26802.15,
Carbopol Acrypol 940,30909.49,
Trietanolamina 85%,9175.19,
Glicerina Refinada Alimenticia,6760.33,
COSTO_POTE,1305.1360000000002,2026-06-06 04:05:40.432562
Nipagin Metilparabeno,26710.36,
Carbopol Acrypol 940,30803.64,
Trietanolamina 85%,9914.01,
Glicerina Refinada Alimenticia,6737.31,
COSTO_POTE,1319.9258,2026-06-06 13:58:21.457796
Nipagin Metilparabeno,26710.36,
Carbopol Acrypol 940,30803.64,
Trietanolamina 85%,9914.01,
Glicerina Refinada Alimenticia,6737.31,
COSTO_POTE,1319.9258,2026-06-07 04:42:07.424010
Nipagin Metilparabeno,26710.36,
Carbopol Acrypol 940,30803.64,
Trietanolamina 85%,9914.01,
Glicerina Refinada Alimenticia,6737.31,
COSTO_POTE,1319.9258,2026-06-07 14:08:31.803865
Nipagin Metilparabeno,26710.36,
Carbopol Acrypol 940,30803.64,
Trietanolamina 85%,9914.01,
Glicerina Refinada Alimenticia,6737.31,
COSTO_POTE,1319.9258,2026-06-08 04:47:16.970029
Nipagin Metilparabeno,26710.36,
Carbopol Acrypol 940,30803.64,
Trietanolamina 85%,9914.01,
Glicerina Refinada Alimenticia,6737.31,
COSTO_POTE,1319.9258,2026-06-08 16:07:37.597996
Nipagin Metilparabeno,26710.36,
Carbopol Acrypol 940,30803.64,
Trietanolamina 85%,9914.01,
Glicerina Refinada Alimenticia,6737.31,
COSTO_POTE,1319.9258,2026-06-09 04:09:20.804996
Nipagin Metilparabeno,26893.76,
Carbopol Acrypol 940,31015.17,
Trietanolamina 85%,9981.97,
Glicerina Refinada Alimenticia,6783.18,
COSTO_POTE,1328.9768,2026-06-09 15:19:10.550805
Nipagin Metilparabeno,26893.76,
Carbopol Acrypol 940,31015.17,
Trietanolamina 85%,9981.97,
Glicerina Refinada Alimenticia,6783.18,
COSTO_POTE,1328.9768,2026-06-10 04:20:20.890404
Nipagin Metilparabeno,26802.15,
Carbopol Acrypol 940,30909.49,
Trietanolamina 85%,9948.08,
Glicerina Refinada Alimenticia,6760.33,
COSTO_POTE,1324.4582500000001,2026-06-10 15:53:20.420373
Nipagin Metilparabeno,26802.15,
Carbopol Acrypol 940,30909.49,
Trietanolamina 85%,9948.08,
Glicerina Refinada Alimenticia,6760.33,
COSTO_POTE,1324.4582500000001,2026-06-11 04:42:40.289770
Nipagin Metilparabeno,26710.36,
Carbopol Acrypol 940,30803.64,
Trietanolamina 85%,9914.01,
Glicerina Refinada Alimenticia,6737.31,
COSTO_POTE,1319.9258,2026-06-11 16:14:08.766527
Nipagin Metilparabeno,26710.36,
Carbopol Acrypol 940,30803.64,
Trietanolamina 85%,9914.01,
Glicerina Refinada Alimenticia,6737.31,
COSTO_POTE,1319.9258,2026-06-12 04:45:22.586714
